Franchise,Movie Title,Movie Revenue,Total Franchise Revenue,% of Total Franchise Revenue
Star Wars,Star Wars,775398007.0,10324020963.0,7.5106202300337195
Star Wars,The Empire Strikes Back,538400000.0,10324020963.0,5.215022343809241
Star Wars,Return of the Jedi,572700000.0,10324020963.0,5.547257236811948
Star Wars,Star Wars: Episode I - The Phantom Menace,924317558.0,10324020963.0,8.95307711319687
Star Wars,Star Wars: Episode II - Attack of the Clones,649398328.0,10324020963.0,6.29016863029785
Star Wars,Star Wars: Episode III - Revenge of the Sith,850000000.0,10324020963.0,8.233226211437323
Star Wars,Star Wars: The Force Awakens,2068223624.0,10324020963.0,20.033121120271403
Star Wars,Rogue One: A Star Wars Story,1056057273.0,10324020963.0,10.229127553932496
James Bond,GoldenEye,352194034.0,7119674009.0,4.946771910550828
James Bond,Tomorrow Never Dies,333011068.0,7119674009.0,4.677335894579439
James Bond,A View to a Kill,152427960.0,7119674009.0,2.1409401583178584
James Bond,Goldfinger,124881062.0,7119674009.0,1.7540278086066512
James Bond,From Russia with Love,78898765.0,7119674009.0,1.1081794601868546
James Bond,Dr. No,59600000.0,7119674009.0,0.8371169792979212
James Bond,For Your Eyes Only,195312802.0,7119674009.0,2.7432829333633046
James Bond,Licence to Kill,156167015.0,7119674009.0,2.1934573802478714
James Bond,Live and Let Die,161777836.0,7119674009.0,2.272264654189169
James Bond,Thunderball,141195658.0,7119674009.0,1.9831758844788983
James Bond,The World Is Not Enough,361832400.0,7119674009.0,5.0821484177872
James Bond,On Her Majesty's Secret Service,81974493.0,7119674009.0,1.151379865094607
James Bond,The Spy Who Loved Me,185438673.0,7119674009.0,2.604594996422399
James Bond,Moonraker,210308099.0,7119674009.0,2.953900680482687
James Bond,The Man with the Golden Gun,97572000.0,7119674009.0,1.3704560051016235
James Bond,Diamonds Are Forever,116019547.0,7119674009.0,1.6295626295998857
James Bond,The Living Daylights,191185897.0,7119674009.0,2.6853181305537497
James Bond,Casino Royale,41744718.0,7119674009.0,0.5863290643255631
James Bond,Die Another Day,431971116.0,7119674009.0,6.0672878484877835
James Bond,You Only Live Twice,111584787.0,7119674009.0,1.5672738226349319
James Bond,Octopussy,187500000.0,7119674009.0,2.6335475439322185
James Bond,Never Say Never Again,160000000.0,7119674009.0,2.247293904155493
James Bond,Casino Royale,599045960.0,7119674009.0,8.413952088856096
James Bond,Quantum of Solace,586090727.0,7119674009.0,8.231988237932256
James Bond,Skyfall,1108561013.0,7119674009.0,15.570390043120863
James Bond,Spectre,880674609.0,7119674009.0,12.369591752188889
Batman,Batman Forever,336529144.0,6052346905.0,5.560308245417733
Batman,Batman,411348924.0,6052346905.0,6.796519275195115
Batman,Batman Returns,280000000.0,6052346905.0,4.626304545905734
Batman,Batman & Robin,238207122.0,6052346905.0,3.9357810406275777
Batman,Batman: Mask of the Phantasm,5617391.0,6052346905.0,0.09281343399796413
Harry Potter,Harry Potter and the Philosopher's Stone,976475550.0,9195390708.0,10.619184991785778
Harry Potter,Harry Potter and the Chamber of Secrets,876688482.0,9195390708.0,9.533999259403735
Harry Potter,Harry Potter and the Prisoner of Azkaban,789804554.0,9195390708.0,8.589135351398056
Harry Potter,Harry Potter and the Goblet of Fire,895921036.0,9195390708.0,9.743153547793764
Harry Potter,Harry Potter and the Order of the Phoenix,938212738.0,9195390708.0,10.2030763867788
Harry Potter,Harry Potter and the Half-Blood Prince,933959197.0,9195390708.0,10.156819070096223
Harry Potter,Harry Potter and the Deathly Hallows: Part 1,954305868.0,9195390708.0,10.378089396133575
Harry Potter,Harry Potter and the Deathly Hallows: Part 2,1342000000.0,9195390708.0,14.594268396148285
Spider-Man,Spider-Man,821708551.0,7220451465.0,11.380293254280604
Spider-Man,Spider-Man 2,783766341.0,7220451465.0,10.85481073862464
Spider-Man,Spider-Man 3,890871626.0,7220451465.0,12.33817068528692
Spider-Man,The Amazing Spider-Man,752215857.0,7220451465.0,10.417850748616589
Spider-Man,The Amazing Spider-Man 2,705717432.0,7220451465.0,9.773868509758067
X-Men,X-Men,296339527.0,6032391564.0,4.912471676548482
X-Men,X2,407711549.0,6032391564.0,6.758704979184936
X-Men,X-Men: The Last Stand,459359555.0,6032391564.0,7.6148829220794925
X-Men,X-Men: First Class,353624124.0,6032391564.0,5.862088364925643
X-Men,X-Men: Days of Future Past,747862775.0,6032391564.0,12.397450779937467
X-Men,X-Men: Apocalypse,543934787.0,6032391564.0,9.016901194645328
Avengers,Ultimate Avengers,6700000.0,7767987269.0,0.0862514286903886
Avengers,The Avengers,1519557910.0,7767987269.0,19.56179712168372
Avengers,Avengers: Age of Ultron,1405403694.0,7767987269.0,18.092250223022347
Avengers,Ultimate Avengers 2,7900000.0,7767987269.0,0.10169944576926417
Jurassic Park,Jurassic Park,920100000.0,5009038251.0,18.368795642882386
Jurassic Park,The Lost World: Jurassic Park,229074524.0,5009038251.0,4.573223691279813
Jurassic Park,Jurassic Park III,368780809.0,5009038251.0,7.362307703008196
Jurassic Park,Jurassic World,1513528810.0,5009038251.0,30.21595632051403
Star Trek,Star Trek: Generations,120000000.0,2267036257.0,5.2932545577721655
Star Trek,Star Trek: First Contact,150000000.0,2267036257.0,6.616568197215207
Star Trek,Star Trek: The Motion Picture,139000000.0,2267036257.0,6.131353196086091
Star Trek,Star Trek VI: The Undiscovered Country,96900000.0,2267036257.0,4.274303055401023
Star Trek,Star Trek V: The Final Frontier,70200000.0,2267036257.0,3.096553916296717
Star Trek,Star Trek II: The Wrath of Khan,96800000.0,2267036257.0,4.269892009936213
Star Trek,Star Trek III: The Search for Spock,87000000.0,2267036257.0,3.8376095543848203
Star Trek,Star Trek IV: The Voyage Home,133000000.0,2267036257.0,5.866690468197483
Star Trek,Star Trek: Insurrection,118000000.0,2267036257.0,5.205033648475962
Star Trek,Star Trek: Nemesis,67312826.0,2267036257.0,2.9691993585085394
Star Trek,Star Trek,385680446.0,2267036257.0,17.012539821942514
Star Trek,Star Trek Into Darkness,467365246.0,2267036257.0,20.615693487781744
Star Trek,Star Trek Beyond,343471816.0,2267036257.0,15.150697962569021
Indiana Jones,Raiders of the Lost Ark,389925971.0,1961339569.0,19.88059473040693
Indiana Jones,Indiana Jones and the Last Crusade,474171806.0,1961339569.0,24.17591596552346
Indiana Jones,Indiana Jones and the Temple of Doom,333000000.0,1961339569.0,16.978192112331776
Indiana Jones,Indiana Jones and the Kingdom of the Crystal Skull,786636033.0,1961339569.0,40.10708015242209
Superman,Superman,300218018.0,2554512067.0,11.752460357432321
Superman,Superman II,190458706.0,2554512067.0,7.455776328497571
Superman,Superman III,75850624.0,2554512067.0,2.9692803169678665
Superman,Superman IV: The Quest for Peace,19300000.0,2554512067.0,0.7555258888506946
Superman,Superman Returns,391081192.0,2554512067.0,15.309428248631562
Fast and the Furious,The Fast and the Furious,207283925.0,5901315134.0,3.512503912996421
Fast and the Furious,2 Fast 2 Furious,236350661.0,5901315134.0,4.005050664694769
Fast and the Furious,The Fast and the Furious: Tokyo Drift,158468292.0,5901315134.0,2.685304688898859
Fast and the Furious,Fast & Furious,363164265.0,5901315134.0,6.153954783869367
Fast and the Furious,Fast Five,626137675.0,5901315134.0,10.610137923198732
Fast and the Furious,Fast & Furious 6,788679850.0,5901315134.0,13.364476088661629
Fast and the Furious,Furious 7,1506249360.0,5901315134.0,25.52396077480854
Fast and the Furious,The Fate of the Furious,1238764765.0,5901315134.0,20.991333912384146
Shrek,Shrek,484409218.0,3546160710.0,13.660103351604727
Shrek,Shrek 2,919838758.0,3546160710.0,25.939003706349222
Shrek,Shrek the Third,798958165.0,3546160710.0,22.530230024459325
Shrek,Shrek Forever After,752600867.0,3546160710.0,21.22297686277168
Rocky,Rocky,117235147.0,1513939512.0,7.7437140698656926
Rocky,Rocky II,200182160.0,1513939512.0,13.222599609382543
Rocky,Rocky III,270000000.0,1513939512.0,17.83426602317253
Rocky,Rocky IV,300473716.0,1513939512.0,19.84714142264886
Rocky,Rocky V,119946358.0,1513939512.0,7.922797248454402
Rocky,The Rocky Horror Picture Show,112892319.0,1513939512.0,7.456857959329091
Rocky,Rocky Balboa,155721132.0,1513939512.0,10.285822568583573
Rocky,Creed,173567581.0,1513939512.0,11.464631157602021
Pirates of the Caribbean,Pirates of the Caribbean: The Curse of the Black Pearl,655011224.0,4517852068.0,14.498288437539872
Pirates of the Caribbean,Pirates of the Caribbean: Dead Man's Chest,1065659812.0,4517852068.0,23.58775355988482
Pirates of the Caribbean,Pirates of the Caribbean: At World's End,961000000.0,4517852068.0,21.271170138720883
Pirates of the Caribbean,Pirates of the Caribbean: On Stranger Tides,1045713802.0,4517852068.0,23.14626035249811
Pirates of the Caribbean,Pirates of the Caribbean: Dead Men Tell No Tales,794191988.0,4517852068.0,17.57897284032984
Transformers,Transformers,709709780.0,4846579018.0,14.643520251380743
Transformers,Transformers: Revenge of the Fallen,836297228.0,4846579018.0,17.255413042767394
Transformers,Transformers: Dark of the Moon,1123746996.0,4846579018.0,23.18639584388181
Transformers,Transformers: Age of Extinction,1091405097.0,4846579018.0,22.519081870873563
Transformers,Transformers: The Last Knight,604942143.0,4846579018.0,12.48183802953112
Toy Story,Toy Story,373554033.0,3054046196.0,12.231446711227154
Toy Story,Toy Story 2,497366869.0,3054046196.0,16.285505754674574
Toy Story,Toy Story 3,1066969703.0,3054046196.0,34.936266006632465
Jaws,Jaws,470654000.0,737573891.0,63.811098215785414
Jaws,Jaws 2,187884007.0,737573891.0,25.47324536464646
Jaws,Jaws 3-D,87987055.0,737573891.0,11.929252929588854
Jaws,Jaws: The Revenge,51881013.0,737573891.0,7.03400888142338
Hunger Games,The Hunger Games,691210692.0,2958353344.0,23.36471041912159
Hunger Games,The Hunger Games: Catching Fire,847423452.0,2958353344.0,28.64510602557691
Hunger Games,The Hunger Games: Mockingjay - Part 1,752100229.0,2958353344.0,25.42293436736947
Hunger Games,The Hunger Games: Mockingjay - Part 2,653428261.0,2958353344.0,22.08756646075608
Twilight,Twilight,392616625.0,3317470739.0,11.834818025202784
Twilight,The Twilight Saga: New Moon,709827462.0,3317470739.0,21.396645753504565
Twilight,The Twilight Saga: Eclipse,698491347.0,3317470739.0,21.05493618341753
Twilight,The Twilight Saga: Breaking Dawn - Part 1,712171856.0,3317470739.0,21.467313867391432
Twilight,The Twilight Saga: Breaking Dawn - Part 2,829000000.0,3317470739.0,24.988916714601956
Mission: Impossible,Mission: Impossible,457696359.0,3577703029.0,12.79302265420085
Mission: Impossible,Mission: Impossible II,546388105.0,3577703029.0,15.272036291752263
Mission: Impossible,Mission: Impossible III,397850012.0,3577703029.0,11.120263721586825
Mission: Impossible,Mission: Impossible - Ghost Protocol,694713380.0,3577703029.0,19.417860408446998
Mission: Impossible,Mission: Impossible - Rogue Nation,682330139.0,3577703029.0,19.071737745396867
Peter Pan,Peter Pan,87404651.0,708714979.0,12.33283528497286
Peter Pan,Return to Never Land,109862682.0,708714979.0,15.501673487276472
Planet of the Apes,Planet of the Apes,33395426.0,2115119208.0,1.5788909614970505
Planet of the Apes,Beneath the Planet of the Apes,18999718.0,2115119208.0,0.8982811903999313
Planet of the Apes,Battle for the Planet of the Apes,8844595.0,2115119208.0,0.41816059192064226
Planet of the Apes,Conquest of the Planet of the Apes,9700000.0,2115119208.0,0.4586029933117604
Planet of the Apes,Escape from the Planet of the Apes,12348905.0,2115119208.0,0.58383966980645
Planet of the Apes,Rise of the Planet of the Apes,482860185.0,2115119208.0,22.828982081656743
Planet of the Apes,Dawn of the Planet of the Apes,710644566.0,2115119208.0,33.59832218024091
Planet of the Apes,War for the Planet of the Apes,369907963.0,2115119208.0,17.48875248264494
The Lion King,The Lion King,788241776.0,2643158262.0,29.82196667268651
Despicable Me,Despicable Me,543513985.0,3713037258.0,14.637988989444178
Despicable Me,Despicable Me 2,970761885.0,3713037258.0,26.144684729689295
Despicable Me,Minions,1156730962.0,3713037258.0,31.153227980886584
Despicable Me,Despicable Me 3,1020063384.0,3713037258.0,27.472479081706
Lady and the Tramp,Lady and the Tramp,93600000.0,93600000.0,100.0
Exorcist,The Exorcist,441306145.0,522446253.0,84.46919514991717
Exorcist,Exorcist II: The Heretic,30749142.0,522446253.0,5.885608677147504
Exorcist,The Exorcist III,39024251.0,522446253.0,7.469524525425202
Exorcist,Exorcist: The Beginning,78000586.0,522446253.0,14.92987758111072
Exorcist,Dominion: Prequel to the Exorcist,251495.0,522446253.0,0.04813796606940159
Billy Jack,The Born Losers,36000000.0,223000000.0,16.143497757847534
Iron Man,Iron Man,585174222.0,2421720208.0,24.163576785910852
Iron Man,Iron Man 2,623933331.0,2421720208.0,25.76405519262199
Iron Man,Iron Man 3,1215439994.0,2421720208.0,50.18911722274401
King Kong,King Kong,10000000.0,1216915731.0,0.8217495875234109
King Kong,King Kong,90614445.0,1216915731.0,7.44623828024128
King Kong,King Kong Lives,4711220.0,1216915731.0,0.38714430917320436
Alien,Aliens,183316455.0,1648542927.0,11.11990788942313
Alien,Alien,104931801.0,1648542927.0,6.365123969865542
Alien,Alien??,159773545.0,1648542927.0,9.691803736694569
Alien,Alien: Resurrection,162000000.0,1648542927.0,9.82685966781622
Alien,Alien Nation,32155047.0,1648542927.0,1.9505131758088576
Terminator,Terminator 2: Judgment Day,520000000.0,2074603836.0,25.06502643910083
Terminator,The Terminator,78371200.0,2074603836.0,3.7776465385847287
Terminator,Terminator 3: Rise of the Machines,435000000.0,2074603836.0,20.96785865578627
Terminator,Terminator Salvation,371353001.0,2074603836.0,17.899947669816225
Terminator,Terminator Genisys,440603537.0,2074603836.0,21.237960200127578
Finding Nemo,Finding Nemo,940335536.0,1965000259.0,47.85421944313342
Finding Nemo,Finding Dory,1028570889.0,1965000259.0,52.34456760445648
Beverly Hills Cop,Beverly Hills Cop III,119208989.0,712145974.0,16.739403626818792
Beverly Hills Cop,Beverly Hills Cop II,299965036.0,712145974.0,42.12128509484489
Beverly Hills Cop,Beverly Hills Cop,316360478.0,712145974.0,44.423543704538304
Home Alone,Home Alone,476684675.0,866371962.0,55.02078736476932
Home Alone,Home Alone 3,79082515.0,866371962.0,9.128009500381316
Home Alone,Home Alone 2: Lost in New York,358991681.0,866371962.0,41.43620716571619
Lethal Weapon,Lethal Weapon 4,285444603.0,952592350.0,29.965032051748054
Lethal Weapon,Lethal Weapon,120207127.0,952592350.0,12.618947338806574
Lethal Weapon,Lethal Weapon 2,227853986.0,952592350.0,23.919359209634635
Lethal Weapon,Lethal Weapon 3,321731527.0,952592350.0,33.77431353506041
Bourne,The Bourne Identity,214034224.0,1665926127.0,12.847762006436195
Bourne,The Bourne Supremacy,288500217.0,1665926127.0,17.31770768968797
Bourne,The Bourne Ultimatum,442824138.0,1665926127.0,26.581258965992554
Bourne,The Bourne Legacy,276572938.0,1665926127.0,16.601752833905824
Bourne,Jason Bourne,415484914.0,1665926127.0,24.940176353930248
Ice Age,Ice Age,383257136.0,3179639301.0,12.053478389182862
Ice Age,Ice Age: The Meltdown,660940780.0,3179639301.0,20.78665903368767
Ice Age,Ice Age: Dawn of the Dinosaurs,886686817.0,3179639301.0,27.886396319266026
Ice Age,Ice Age: Continental Drift,877244782.0,3179639301.0,27.58944329704648
Ice Age,Ice Age: Collision Course,408579038.0,3179639301.0,12.849854946487216
Ghostbusters,Ghostbusters,295212467.0,739721125.0,39.908616507335786
Ghostbusters,Ghostbusters II,215394738.0,739721125.0,29.118370521052782
Ghostbusters,Ghostbusters,229147509.0,739721125.0,30.977553736889696
Cinderella,Cinderella,263591415.0,263591415.0,100.0
Cinderella,A Cinderella Story,70067909.0,263591415.0,26.58201482017159
The Incredibles,The Incredibles,631442092.0,1874246451.0,33.69045152322927
Airport,Airport,100489151.0,190774302.0,52.674364391069815
Airport,Airport 1975,47000000.0,190774302.0,24.63644186207008
Airport,Airport '77,30000000.0,190774302.0,15.725388422597925
Airport,The Concorde... Airport '79,13015688.0,190774302.0,6.822558312911557
Back to the Future,Back to the Future,381109762.0,961613438.0,39.632324896857355
Back to the Future,Back to the Future Part II,332000000.0,961613438.0,34.52530787116558
Back to the Future,Back to the Future Part III,244527583.0,961613438.0,25.428885801406615
Jack Ryan,Clear and Present Danger,215887717.0,910977412.0,23.698470912251334
Jack Ryan,The Hunt for Red October,199200000.0,910977412.0,21.866623406464882
Jack Ryan,Patriot Games,178051587.0,910977412.0,19.545115461106516
Jack Ryan,The Sum of All Fears,193000000.0,910977412.0,21.186035730159244
Jack Ryan,Jack Ryan: Shadow Recruit,50549107.0,910977412.0,5.548886979428201
Matrix,The Matrix,463517383.0,1631299148.0,28.414002641286245
Matrix,The Matrix Reloaded,738599701.0,1631299148.0,45.276778444072356
Matrix,The Matrix Revolutions,424988211.0,1631299148.0,26.05213222363554
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,202000000.0,1149359568.0,17.575004865666198
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78000000.0,1149359568.0,6.786388017435463
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles III,42000000.0,1149359568.0,3.654208932465249
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,477200000.0,1149359568.0,41.51877387077183
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848.0,1149359568.0,21.3704966520973
Frozen,Frozen,1274219009.0,2718773107.0,46.86742728620053
Jungle Book,The Jungle Book,205843612.0,281965225.0,73.00319108499993
Jungle Book,The Jungle Book 2,135680000.0,281965225.0,48.119409051240275
Captain America,Captain America: The First Avenger,370569774.0,2238256014.0,16.556183550145036
Captain America,Captain America: The Winter Soldier,714766572.0,2238256014.0,31.934084730666562
Captain America,Captain America: Civil War,1153304495.0,2238256014.0,51.52692488197197
The Hobbit,The Hobbit: An Unexpected Journey,1021103568.0,2922822711.0,34.93552873245071
The Hobbit,The Hobbit: The Desolation of Smaug,958400000.0,2922822711.0,32.790220097615766
The Hobbit,The Hobbit: The Battle of the Five Armies,956019788.0,2922822711.0,32.70878471013769
Avatar,Avatar,2787965087.0,2788701337.0,99.97359882213877
Pink Panther,The Return of the Pink Panther,41833347.0,378233670.0,11.060185889849521
Pink Panther,Trail of the Pink Panther,9056073.0,378233670.0,2.394306408522541
Pink Panther,The Pink Panther,10878107.0,378233670.0,2.876028197066644
Pink Panther,The Pink Panther Strikes Again,33833201.0,378233670.0,8.94505267074716
Pink Panther,A Shot in the Dark,12368234.0,378233670.0,3.2699981469127275
Pink Panther,Revenge of the Pink Panther,49579269.0,378233670.0,13.108105632161198
Pink Panther,Son of the Pink Panther,2438031.0,378233670.0,0.6445832810177899
Pink Panther,Curse of the Pink Panther,4491986.0,378233670.0,1.1876219269426753
Pink Panther,The Pink Panther 2,75871032.0,378233670.0,20.059301436596062
Die Hard,Die Hard: With a Vengeance,366101666.0,1431562382.0,25.573574061685562
Die Hard,Die Hard,140767956.0,1431562382.0,9.833169533509018
Die Hard,Die Hard 2,240031094.0,1431562382.0,16.767071908152445
Die Hard,Live Free or Die Hard,383531464.0,1431562382.0,26.791110804698416
Die Hard,A Good Day to Die Hard,304654182.0,1431562382.0,21.28123690805393
Mummy,The Mummy,415885488.0,1423076742.0,29.22438936184933
Mummy,The Mummy Returns,433013274.0,1423076742.0,30.427963666347374
Mummy,The Mummy: Tomb of the Dragon Emperor,401128639.0,1423076742.0,28.1874214623346
Dirty Harry,Magnum Force,39768000.0,224579600.0,17.707752618670618
Dirty Harry,Dirty Harry,35976000.0,224579600.0,16.01926443897843
Dirty Harry,The Enforcer,46236000.0,224579600.0,20.587800494791157
Dirty Harry,Sudden Impact,67642693.0,224579600.0,30.119696089938714
Meet the Parents,Meet the Parents,330444045.0,1157643189.0,28.54455052644032
Meet the Parents,Meet the Fockers,516642939.0,1157643189.0,44.62885834851139
Meet the Parents,Little Fockers,310650585.0,1157643189.0,26.8347438962041
Friday the 13th,Friday the 13th,59754601.0,466198282.0,12.817421965531825
Friday the 13th,Friday the 13th Part 2,21722776.0,466198282.0,4.65955728253842
Friday the 13th,Friday the 13th Part III,36690067.0,466198282.0,7.870056243579207
Friday the 13th,Friday the 13th: The Final Chapter,32980880.0,466198282.0,7.07443190449166
Friday the 13th,Friday the 13th: A New Beginning,21930418.0,466198282.0,4.704096700210491
Friday the 13th,Friday the 13th Part VI: Jason Lives,19472057.0,466198282.0,4.176775795154045
Friday the 13th,Friday the 13th Part VII: The New Blood,19170001.0,466198282.0,4.111984479599605
Friday the 13th,Friday the 13th Part VIII: Jason Takes Manhattan,14000000.0,466198282.0,3.003014069451247
Friday the 13th,Jason X,16951798.0,466198282.0,3.6361777068925365
